finess,rs,champ_pmsi,taa,cat,taille_MCO,taille_M,taille_C,taille_O,A7,A8,A9,A10,A11,A12,A13,A14,A15,F1_D,F1_O,F2_D,F2_O,F3_D,F3_O,F4_D,F4_O,F5_D,F5_O,F6_D,F6_O,F7_D,F7_O,F8_D,F8_O,F9_D,F9_O,F10_D,F10_O,F11_D,F11_O,F12_D,F12_O,P1,P2,P3,P4,P5,P6,P7,P8,P8new,P9,P10,P11,P12,P13,P14,P15,P16,RH1,RH2,RH3,RH4,RH5,RH6,RH8,RH9,RH10,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,CI_AC1,CI_AC2,CI_AC3,CI_AC4,CI_AC5,CI_AC6,CI_AC7,CI_AC8,CI_AC9,CI_A1,CI_A2,CI_A3,CI_A4,CI_A5,CI_A6,CI_A7,CI_A8,CI_A9,CI_A10,CI_A11,CI_A12,CI_A13,CI_A14,CI_A15,CI_A16_1,CI_A16_2,CI_A16_3,CI_A16_4,CI_A16_5,CI_A16_6,CI_A17_1,CI_A17_2,CI_A17_3,CI_A17_4,CI_A17_5,CI_A18_1,CI_A18_2,CI_A18_3,CI_A18_4,CI_A18_5,CI_E1,CI_E2,CI_E3,CI_E4,CI_E4_V2,CI_E5,CI_E6,CI_E7,CI_E7_V2,CI_F1_D,CI_F1_O,CI_F2_D,CI_F2_O,CI_F3_D,CI_F3_O,CI_F4_D,CI_F4_O,CI_F5_D,CI_F5_O,CI_F6_D,CI_F6_O,CI_F7_D,CI_F7_O,CI_F8_D,CI_F8_O,CI_F9_D,CI_F9_O,CI_F10_D,CI_F10_O,CI_F11_D,CI_F11_O,CI_F12_D,CI_F12_O,CI_F13_D,CI_F13_O,CI_F14_D,CI_F14_O,CI_F15_D,CI_F15_O,CI_F16_D,CI_F16_O,CI_F17_D,CI_F17_O,CI_RH1,CI_RH2,CI_RH3,CI_RH4,CI_RH5,CI_RH6,CI_RH7,CI_RH8,CI_RH9,CI_RH10,CI_RH11,CI_DF1,CI_DF2,CI_DF3,CI_DF4,CI_DF5
780008298,CLINIQUE ST REMY,OQN,TAA,CLI,T1,M1,C0,,                                      .c,"         2,3","       42,82",                                      .z,                                      .z,"        38,4","        43,5",,,,,,,,,,,,,,,,,,,,,,,,,,,"        1,26","       1,294",,                                      .z,                                      .z,                                      .z,                                      .z,,,,,,           0,,,,,,,,"        28,4",,,                                      .z,                                      .z,                                      .z,45,N. Conc.,N. Conc.,N. Conc.,N. Conc.,N. Conc.,,,,,,          30,,,,,,,,,         332,          12,           0,           4,           0,           0,           0,           0,           0,           0,           0,           0,,           0,          30,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Troubles mentaux d'origine organique et retards mentaux : 25,Infections respiratoires : 27,Affections dégénératives du système nerveux : 23,"Névroses, psychoses et autres troubles mentaux : 13",Soins palliatifs : 18,Traumatismes du bassin et des membres : 5,"Occlusions, sub-occlusions digestives : 1",Intervention  peau et tissu sous-cutané : 3,Trauma crâniens : 0,"Bronchites, bronchiolites et asthme : 2",,,,,,,,,,,,,      620571,,        1000,,           0,,        1000,,     2545011,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,           1,"         4,9","         4,4",,,,"       50,06","        7,16","        41,4","         0,5","         0,5","         0,5",,,,,
780017802,CENTRE D'HEMODIALYSE DE MANTES,OQN,TAA,CLI,,,,,                                      .c,,,                                      .z,                                      .z,,,,,,"         6,9",,"        -3,1",,,,,,"         5,1",,,,          44,,,,"       253,9",,"       198,4",,"        29,2",,"        70,6",,,,                                      .z,                                      .z,                                      .z,                                      .z,,,,,,,,,,,,,,,,,                                      .z,                                      .z,                                      .z,100,N. Conc.,N. Conc.,N. Conc.,N. Conc.,N. Conc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein,Cataracte,Arthroscopie du genou,Hernie enfant,RTU prostate,Hernie adulte y compris cœlioscopie,,,,,,,,,,,,,,,,,,,,,     3141000,,     2911262,,           0,,           0,,           0,,,,     2924628,,                                      .z,,     -165235,,                                      .z,,     -102127,,     2904238,,       92965,,     1589354,,     2034406,,     -445050,,"      0,9819","         1,1","         0,8",,,,          13,           1,          12,,,,,,,,
780018727,CLINIQUE SAINT GERMAIN,OQN,TAA,CLI,T2,M2,C2,O3,                                      .c,"        0,13","        4,51",                                      .z,                                      .z,           0,"        73,2","        43,8","        46,4",,"         2,3",,"        -6,1",,,,,,"        67,8",,"        99,4",,"        87,7",,"         0,7",,"       115,8",,         139,,"        86,1",,"        47,2","       0,857","       0,877","       1,033",                                      .z,                                      .z,                                      .z,                                      .z,,,,"       20,96","       88,41","       45,78","        69,4","        74,2",,,          64,"     55346,2","     72212,4","        16,3",,           1,                                      .z,                                      .z,                                      .z,67,83 ± 3,94% ± 6%,100% ± 0%,75% ± 9%,58 ± 4,,,,,,          17,,,,,          39,           8,          21,,        1221,        1532,         713,        1394,        1283,          55,           0,           0,        9878,           0,         644,        2797,,        1519,          41,Chirurgie du sein : 117,Cataracte : 210,Arthroscopie du genou : 33,Hernie enfant : 1,RTU prostate : 17,Hernie adulte y compris cœlioscopie : 24,Endoscopies digestives avec ou sans anesthésie : 912,affections médicales du nouveau né : 629,Endoscopies digestives thérapeutiques et anesthésie : sé : 302,"Endoscopies génito-urinaires, avec ou sans anesthésie : 132","Autres Maladies immunitaires, du Sang, des Organes hémat : 31",Cataractes : 210,Greffes peau / parages hors brûlures : 355,"Chirurgies main, poignet : 279","Arthroscopies, Biopsies ostéo-articulaires : 32","Amygdalectomies, VG, drains transT : 286",,,,,,,           1,     1439249,,,    12073016,,     9292689,,,,,,,,      216411,,    11792097,,                                      .z,,    -1225726,,                                      .z,,     -790762,,    37180121,,    22146667,,     4491785,,     3741488,,      752180,,           1,"       30,65","        8,62",          10,           5,           5,"      101,75","       22,48","       75,27",,,           4,,,,,
780110011,CH DE MANTES LA JOLIE,DGF,TAA,CH,T3,M3,C3,O4,                                      .c,"        2,12","        6,28",                                      .z,                                      .z,"        53,8","        73,5","        65,3","        70,2","         5,6",,"         4,7",,"        31,2",,"         5,1",,"        39,4",,"         1,7",,"        81,7",,"        44,7",,"        39,4",,"        31,3",,"       337,8",,"        91,2",,"       0,972","       1,056","       0,855","        29,1","         8,8",          20,"        21,4",      593464,,      211602,"       20,96","       84,22","       40,57","       57,13","       252,4",,"        23,9",          65,"     13158,1","     40611,9",          20,"         2,1","         3,5",,,           0,97,58 ± 4,50% ± 11%,66% ± 10%,38% ± 11%,83 ± 2,,,,,,         224,          15,,          10,          13,          75,           4,          55,,       12994,        3253,        3364,        3414,        2185,         688,        2423,           0,           0,         663,        2710,        5436,       46324,        2198,         141,Chirurgie du sein : 77,Cataracte : 698,Arthroscopie du genou : 59,Hernie enfant : 1,RTU prostate : 35,Hernie adulte y compris cœlioscopie : 78,affections médicales du nouveau né : 2759,"Autres Maladies immunitaires, du Sang, des Organes hémat : 487",Infections respiratoires : 489,"Bronchites, bronchiolites et asthme : 398",AVC : 448,Cataractes : 700,actes ORL et stomato divers : 171,Chirurgies utérus / annexes : 288,"Amygdalectomies, VG, drains transT : 238",Chirurgies majeures orthopédiques (dont hanche et fémur : 216,           1,           1,,           1,,           7,           2,    20474507,,   117634824,,    73154056,,     5570978,,           0,,     1170384,,    18964444,,   111022730,,    86796909,,      484328,,      197433,,     5699223,,    95556098,,    29312119,,     9533080,,    11975676,,    -2442597,,"      0,9939",,"      160,35","       78,55","        27,3",           9,"         9,3","     1456,12","      176,29","     1062,83","       18,11","       75,17","      123,72",,,,,
780110037,HÔPITAL PLAISIR GRIGNON,DGF,TAA,CH,T1,M1,C1,,                                      .c,"        1,11","       38,29",                                      .z,                                      .z,"        39,8","        78,1",,,"         8,5",,"         7,5",,"        69,4",,"         2,6",,"        21,1",,"        13,4",,"        71,8",,"        39,6",,"        59,2",,"        27,4",,"       358,9",,"        63,1",,"        0,94","       0,788",,"        44,8","         7,8",           2,"        19,4",,,,,,"        4,55",           0,,,"        13,9",,,           0,"        19,5",,,,,"         2,9",84,61 ± 4,81% ± 12%,83% ± 8%,1% ± 2%,N. Conc.,,,,,,          48,,,,           3,,,,,        1276,          42,           0,         482,           2,           0,           0,           0,           0,           8,           0,           0,,           8,          29,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Signes et symptômes : 436,Troubles mentaux d'origine organique et retards mentaux : 246,Infections respiratoires : 158,"Cardiopathies, valvulopathies : 60","Infections reins et voies urinaires, lithiases : 49",Traumatismes du bassin et des membres : 15,Trauma crâniens : 5,"Bronchites, bronchiolites et asthme : 2","Occlusions, sub-occlusions digestives : 13",Intervention  peau et tissu sous-cutané : 2,,,,,,,,,,    68838944,,     7307582,,     1590717,,           0,,      803682,,     9647531,,    62953607,,     7403278,,     2755243,,      844348,,     5499280,,    82903385,,    14446795,,     4721370,,    10214930,,    -5493559,,"      0,9365",,"       35,31","       27,56","        1,15",,,"     1118,15","       91,15","       831,7","        57,2","         9,5","       128,6",,,,,
780110052,CH DE RAMBOUILLET,DGF,TAA,CH,T3,M3,C2,O3,                                      .c,"        0,79","        5,71",                                      .z,                                      .z,"        55,1",          78,"        61,2",          65,           9,,"         6,3",,"        66,4",,"        11,5",,"        69,9",,"         4,5",,"        69,5",,"        26,4",,"        33,9",,"        34,4",,"       251,9",,"        69,7",,"       0,977","       0,935","       0,846",          23,"         9,3","        21,3","        16,7",      778765,,      283161,"       16,55","       87,84","       39,24","       64,69","        53,7",,"         3,6",          44,"     17401,8","     81679,6","        12,6","         2,8","         2,4",,,           0,88,69 ± 4,39% ± 11%,56% ± 11%,15% ± 8%,56 ± 3,,,,,,         131,           6,           2,           8,          11,          57,          15,          25,,        8145,        2744,        1493,        4366,        1772,         391,        1491,           0,        4731,         512,        1251,        4221,       25270,        2711,         114,Chirurgie du sein : 22,Cataracte : 462,Arthroscopie du genou : 170,Hernie enfant : 4,RTU prostate : 28,Hernie adulte y compris cœlioscopie : 195,affections médicales du nouveau né : 1283,Endoscopies digestives avec ou sans anesthésie : 977,Endoscopies digestives thérapeutiques et anesthésie : sé : 670,Symptômes digestifs : 425,"Bronchites, bronchiolites et asthme : 395",Cataractes : 462,actes ORL et stomato divers : 180,"Chirurgies main, poignet : 294",Hernies : 221,Chirurgies majeures orthopédiques (dont hanche et fémur : 260,           2,           1,,,,           5,           2,    15528567,,    75331369,,    51787049,,     7088658,,           0,,     3823748,,      892203,,    68574912,,    61165475,,       40503,,        3218,,     4921319,,    96906953,,    56558302,,     6461791,,     6378289,,       83502,,"      0,9615",,"       95,93",          61,"       12,54",           6,"        8,49","      968,13","      136,05","       693,2","        5,44","       49,73","       83,71",,,,,
780110078,CH DE VERSAILLES,DGF,TAA,CH,T3,M4,C3,O4,                                      .c,"         2,1","        7,04",,,"        48,8","        82,1","        76,7","        88,7","         7,8",,"         7,1",,"        80,4",,"         3,5",,"        44,1",,           6,,"        84,1",,"        51,9",,"        24,1",,"        31,8",,"       217,4",,          53,,"       0,997","       0,992","       0,836","        21,1","         7,4","        18,7","        21,7",      647274,,      308621,"       21,07","       71,53","        27,8","       54,82","        59,5",           7,"         3,6",          49,"     13594,8","     84883,5","        15,3","         1,5","         3,1",,,           0,92,88 ± 3,63% ± 11%,86% ± 8%,39% ± 11%,77 ± 3,,,,,,         295,          25,,          18,          23,         120,          15,          30,           0,       17168,        5094,        2423,        5251,        1956,        1186,        3476,           0,           0,         548,        2008,        6518,       40840,        2685,         140,Chirurgie du sein : 47,Cataracte : 104,Arthroscopie du genou : 314,Hernie enfant : 0,RTU prostate : 64,Hernie adulte y compris cœlioscopie : 135,affections médicales du nouveau né : 2046,Toxicomanies et alcoolisme : 925,Infections respiratoires : 882,AVC : 850,"Bronchites, bronchiolites et asthme : 687",Chirurgies majeures orthopédiques (dont hanche et fémur : 777,Cataractes : 108,"Arthroscopies, Biopsies ostéo-articulaires : 474","Chirurgies main, poignet : 481",Trauma crâniens : 328,           2,           1,,           1,,           9,           2,    31133901,,   189148484,,   125937179,,    22650082,,     3107744,,     3720940,,    13514119,,   174330456,,   139339160,,     1366630,,      236291,,    13919576,,   142934617,,    48957421,,    15209939,,    11518353,,     3691586,,"      1,0279",,"      288,63","      173,09","       24,25","        20,9",          10,"     1976,48","       280,8","     1353,68","        31,9","       119,8","       190,3",,,,,
780150017,CESSRIN DE MAISONS LAFFITTE,DGF,TAA,EBNL,T1,M1,C0,,                                      .c,"        1,05","        14,8",                                      .z,                                      .z,           0,"        40,9",,,,,,,,,,,,,,,,,,,,,,,,,,,"       1,282","        1,18",,"        26,7","        12,4","        44,8",          41,      687500,,,,,           0,,,,"         1,8",,,,"        17,3",,,,,           0,78,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,N. Conc.,,,,,,          61,,,,,,,,,         939,           3,           0,         105,           0,           0,          74,           0,        6039,           2,           0,           0,,          79,          25,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Septicémies : 14,Infections respiratoires : 102,Troubles du rythme/conduction : 50,Embolies pulmonaires et détresses respiratoires : 110,"Infections reins et voies urinaires, lithiases : 8","Occlusions, sub-occlusions digestives : 1",Intervention  peau et tissu sous-cutané : 0,,,,,,,,,,,     7562496,,,,     6665906,,,,           0,,       99423,,,,,,    15584474,,,,,,,,,,,,,,,,,,"      1,0781",,"       17,64","       12,64",,,,"      221,15",          34,"      131,95",           1,"        17,7","        36,5",,,,,
780150033,CLAIRE DEMEURE,DGF,TAA,EBNL,T1,M1,,,                                      .c,,,                                      .z,                                      .z,,,,,"         7,3",,"         7,2",,"        90,8",,"         0,6",,"         4,8",,"         2,1",,"        64,5",,"        27,4",,"       -26,9",,"        11,1",,"       148,4",,"        27,4",,,,,,,,"        29,1",,,,,,,,,,,,,,"        21,1",,,,,           0,,N. Conc.,N. Conc.,N. Conc.,N. Conc.,N. Conc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein,Cataracte,Arthroscopie du genou,Hernie enfant,RTU prostate,Hernie adulte y compris cœlioscopie,Soins palliatifs : 0,,,,,,,,,,,,,,,,,,,     6223923,,,,           0,,,,,,     3230283,,     5771503,,           0,,      206256,,      323415,,      448460,,     6731318,,      280513,,      174908,,     -426081,,      600988,,,,"        2,63","        2,01",,,,"       46,35","        4,32","       36,58",           1,"         0,2","        4,25",,,,,
780150058,RÉSIDENCE DENIS FORESTIER,DGF,TAA,EBNL,T1,M1,C0,,                                      .c,"        1,75","       38,72",                                      .z,                                      .z,           0,"        72,7",,,          -2,,"         1,2",,"        90,2",,"         0,2",,"         0,4",,"         2,4",,"        58,1",,,,"       -37,4",,"       -13,5",,"       167,9",,"        92,8",,"       1,206","       1,403",,"        37,4","        17,9","         5,6","        27,7",      323061,,,,,           0,,,,"         3,7",           0,,           0,"        14,1",,,,,           0,73,93 ± 3,89% ± 8%,90% ± 7%,66% ± 10%,N. Conc.,,,,,,          30,,,,,,,,,         499,          11,           0,           4,           0,           0,           0,           0,           0,           0,           0,           0,,           0,          33,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Soins palliatifs : 155,Signes et symptômes : 33,Infections respiratoires : 54,Autres affections du système nerveux : 6,"Cardiopathies, valvulopathies : 16",Traumatismes du bassin et des membres : 7,"Bronchites, bronchiolites et asthme : 0","Occlusions, sub-occlusions digestives : 1",Trauma crâniens : 1,Pathologies ORL et Stomato autres : 0,,,,,,,,      969182,,    10732531,,     3908370,,      432461,,           0,,      315883,,     3829611,,    10952246,,     4716509,,     -548271,,       -9302,,      139092,,    11996330,,       27495,,     -404362,,    -1123300,,      718938,,"      0,9527",,"       32,84","       10,77","        0,14",,"        0,08","      612,99","       85,61","      390,01","       22,07","        8,06","      107,24",,,,,
780150066,CLINIQUE MEDICALE PORTE VERTE,DGF,TAA,EBNL,T1,M1,C1,,                                      .c,"        1,77","       40,93",                                      .z,                                      .z,           0,"        74,3",,,"         5,1",,"         5,4",,"        96,4",,"         0,4",,"         6,3",,"         3,2",,"        68,9",,,,"         8,9",,"        37,3",,"       115,9",,"        41,3",,"       0,989","       1,072",,"        35,1","         9,3","         3,2","        27,1",,,,,,"        3,75",           0,,"        24,4","         3,7",           0,,        2300,"        14,8",,,,,           0,91,67 ± 3,28% ± 10%,71% ± 10%,26% ± 10%,N. Conc.,,,,,,          90,,,,           6,,,,,        2366,          77,           0,          39,           3,           0,         816,           0,           0,          16,           0,           2,,         172,          47,Chirurgie du sein : 1,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Infections respiratoires : 226,"Troubles métaboliques, nutritionnels et obésité : 103",Chimiothérapie hors séances : 229,"Autres Maladies immunitaires, du Sang, des Organes hémat : 139","Cardiopathies, valvulopathies : 107",Traumatismes du bassin et des membres : 24,"Occlusions, sub-occlusions digestives : 38","Bronchites, bronchiolites et asthme : 0",Intervention  peau et tissu sous-cutané : 11,Trauma crâniens : 1,           1,           1,,,,,,,,    25614894,,    12683735,,     1273961,,           0,,      686556,,     9447133,,    24303525,,    13102350,,      359732,,      359732,,     1395231,,    12344611,,      526608,,     2482565,,      594278,,     1888287,,"      0,9936",,"       23,51","       22,07","        0,09",,"        0,07","      256,94","       26,21","       178,6","        2,51",          14,"       35,62",,,,,
780300075,CENTRE MÉDICAL D'EVECQUEMONT,OQN,TAA,CLI,T1,M2,C1,,                                      .c,"        0,11","        5,14",                                      .z,                                      .z,           0,"        53,7",,,,"         5,4",,"        -0,5",,,,,,"        18,4",,"         1,7",,"        76,2",,"        85,9",,"        20,8",,"        -8,3",,"        65,9",,"       153,8","        1,39","       1,399",,                                      .z,                                      .z,                                      .z,                                      .z,,,       66470,,,           0,           0,,,,,         121,,"        18,4",,,                                      .z,                                      .z,                                      .z,90,81 ± 2,44% ± 11%,90% ± 7%,28% ± 10%,87 ± 3,,,,,,         136,          16,          12,,,,,,,        3505,         236,           0,          56,           0,           0,           0,           0,           0,           0,           0,         234,,          54,          14,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Cathéthérismes diagnostiques vasculaires et coronariens : 601,Cathétérismes thérapeutiques vasculaires et coronariens : 500,"Cardiopathies, valvulopathies : 492",Troubles du rythme/conduction : 347,Cardiologie autres : 372,Stimulateurs / défibrillateurs cardiaques : 224,Chirurgie inter spécialités : 8,Pathologies ORL et Stomato autres : 1,Intervention  peau et tissu sous-cutané : 2,,,,,           1,,           1,,,,,    16390784,,     9387250,,      515619,,           0,,      515619,,     4015676,,    15509952,,                                      .z,,     -559724,,                                      .z,,      -81969,,    10883903,,      393770,,     -351351,,      884731,,    -1236082,,           1,          17,"        14,6",,           1,,"       165,8",          15,"        99,4","         0,5","         6,3","        44,6",,,,,
780300125,POLYCLINIQUE LA REGION MANTAISE,OQN,TAA,CLI,T2,M2,C3,,                                      .c,"        0,17","        2,18",                                      .z,                                      .z,           0,,"        59,6",,,          16,,"        10,9",,"        95,8",,"         0,2",,"         4,7",,"         2,9",,"        74,5",,,,"       -23,5",,"       106,3",,"        48,1",,"        57,6","       0,792","       0,924","       1,774",                                      .z,                                      .z,                                      .z,                                      .z,,,      406209,,,"       44,73","       64,43","        76,1",,,           0,"     90096,2","    189411,8","        15,2","         0,3",,                                      .z,                                      .z,                                      .z,77,67 ± 4,65% ± 10%,96% ± 4%,58% ± 11%,56 ± 3,,,,,,,,,,,          63,          14,,,         522,        2896,           6,        3032,        2344,          20,           0,           0,           0,           0,           0,        5028,,        3227,          43,Chirurgie du sein : 29,Cataracte : 150,Arthroscopie du genou : 250,Hernie enfant : 23,RTU prostate : 149,Hernie adulte y compris cœlioscopie : 342,Endoscopies digestives avec ou sans anesthésie : 2242,"Lithotritie extracorporelle de l'appareil urinaire, en a : 290",Endoscopies digestives thérapeutiques et anesthésie : sé : 241,Symptômes digestifs : 108,"Infections reins et voies urinaires, lithiases : 52",Circoncisions : 310,Cataractes : 150,Greffes peau / parages hors brûlures : 465,actes ORL et stomato divers : 35,Hernies : 392,,,,,,           4,,     2292334,,,     9921894,,     8423093,,       31430,,           0,,        3000,,,,     8331720,,                                      .z,,      682509,,                                      .z,,     1089523,,     6447704,,      206956,,     2425677,,     -536970,,     2962645,,           1,"        14,7","         3,2","         6,2",           4,"         0,2","        99,7",          15,"        82,7",,,           2,,,,,
780300208,CLINIQUE SAINT LOUIS,OQN,TAA,CLI,T2,M2,C3,O2,                                      .c,"         0,2","        1,86",                                      .z,                                      .z,           0,"        45,6",          61,"        21,5",,"         0,3",,"         0,2",,         100,,           0,,           0,,"         0,1",,"        80,3",,"        26,1",,         -16,,"       -37,9",,"        54,1",,"        46,3","       0,947","       0,948","       0,873",                                      .z,                                      .z,                                      .z,                                      .z,,,      284094,"       27,93","       92,18","       58,78","       72,87","        68,2",,,          61,"    140630,4","    135092,5","        16,6",,"         1,9",                                      .z,                                      .z,                                      .z,94,64 ± 3,4% ± 4%,89% ± 7%,69% ± 10%,68 ± 4,,,,,,          25,,           6,,           6,          52,          22,          26,,        1023,        2257,         468,        3045,        3285,         107,        1748,           0,           0,           1,         426,        5348,,        3301,          44,Chirurgie du sein : 15,Cataracte : 586,Arthroscopie du genou : 297,Hernie enfant : 7,RTU prostate : 100,Hernie adulte y compris cœlioscopie : 231,Endoscopies digestives avec ou sans anesthésie : 2071,affections médicales du nouveau né : 423,Endoscopies digestives thérapeutiques et anesthésie : sé : 588,"Autres séj. sans acte, avec anesthésie, en ambulatoire : 107","Endoscopies génito-urinaires, avec ou sans anesthésie : 52",Cataractes : 587,Circoncisions : 453,actes ORL et stomato divers : 208,Chirurgies majeures orthopédiques (dont hanche et fémur : 394,Greffes peau / parages hors brûlures : 421,,,,,,           5,           1,,,,    15168669,,    11647789,,       88900,,           0,,        3000,,     2039067,,    15130543,,                                      .z,,     -127394,,                                      .z,,       36122,,    12326669,,           0,,    -1571771,,     -664909,,     -906864,,"      1,0094",          20,"         5,7","         7,6","         2,8","         2,4","      124,98","        27,3","       94,68",,           2,           1,,,,,
780300323,CLINIQUE DES FRANCISCAINES,OQN,TAA,CLI,T2,M2,C3,O4,                                      .c,"         0,2","        2,88",                                      .z,                                      .z,"        12,6","        57,9","        60,9","        53,1",,,,,,,,,,,,,,,,,,,,,,,,,"       0,822","       0,833","       0,917",                                      .z,                                      .z,                                      .z,                                      .z,,,      228501,"       28,28","        90,2","       47,85","       55,78","        74,2",,,          50,"     85210,3","    124282,3",          16,"         0,2","         1,6",                                      .z,                                      .z,                                      .z,91,60 ± 3,6% ± 5%,76% ± 9%,43% ± 11%,48 ± 5,,,,,,          30,,,,,          63,          19,          57,,        3182,        3263,        2141,        2264,        3024,         175,           0,           0,           0,           0,        1892,        6734,       17723,        2580,          72,Chirurgie du sein : 59,Cataracte : 66,Arthroscopie du genou : 223,Hernie enfant : 80,RTU prostate : 73,Hernie adulte y compris cœlioscopie : 369,affections médicales du nouveau né : 1902,"Endoscopies génito-urinaires, avec ou sans anesthésie : 117",Symptômes digestifs : 97,"Infections reins et voies urinaires, lithiases : 156",Cardiologie autres : 80,Hernies : 474,Chirurgies utérus / annexes : 251,"Amygdalectomies, VG, drains transT : 554",Circoncisions : 135,"Chirurgies transurétrales, autres : 248",           1,           1,,,,          10,           2,     2078351,,,,,    15944120,,      129380,,           0,,       58100,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,"      1,0154","       52,17","        16,2","        13,6","         5,9","        14,2","      197,39","       19,58","      166,42",           1,"        2,39",           8,,,,,
780300364,CLINIQUE DU CHATEAU DE LA MAYE,OQN,TAA,CLI,T3,M2,C2,,                                      .c,"        0,03","        0,44",                                      .z,                                      .z,           0,"        22,6","        21,9",          29,,,,,,,,,,,,,,,,,,,,,,,,,"        0,72","       0,833","       0,962",                                      .z,                                      .z,                                      .z,                                      .z,,,      128724,"        27,4","       93,47","       65,11","       75,63","        77,2",,,          73,"     38095,8","     34924,8","        27,5",,,                                      .z,                                      .z,                                      .z,93,N. Conc.,N. Conc.,N. Conc.,N. Conc.,N. Conc.,,,,,,           6,,,,          15,          69,          20,          38,,        1081,        1821,         833,        8355,        3398,          55,           0,           0,           0,           0,         759,        4251,,        8604,          15,Chirurgie du sein : 69,Cataracte : 671,Arthroscopie du genou : 49,Hernie enfant : 1,RTU prostate : 18,Hernie adulte y compris cœlioscopie : 123,Endoscopies digestives avec ou sans anesthésie : 5151,Endoscopies digestives thérapeutiques et anesthésie : sé : 2783,"Endoscopies bronchiques, avec ou sans anesthésie : 104",Affections Cavité buccale et dents : 97,Autres gastroentérites et maladies diverses du tube dige : 66,actes ORL et stomato divers : 1172,Greffes peau / parages hors brûlures : 406,Cataractes : 676,Chirurgie esthétique et de confort : 0,"Amygdalectomies, VG, drains transT : 628",,,,,,           9,           2,      767888,,,,,    11009455,,      321069,,           0,,      273769,,         766,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,,"        57,9","        13,9","        23,9","         8,5","        10,4","      112,85","       22,25","       57,91",,"        2,83","       29,86",,,,,
780300406,CENTRE MÉDICO-CHIRURGICAL DE PARLY II,OQN,TAA,CLI,T3,M2,C3,O3,                                      .c,"        5,12","        3,04",                                      .z,                                      .z,"         8,9","        61,2","        70,6","        77,7",,"        19,7",,"        12,5",,         100,,"         0,5",,"         9,3",,"         3,9",,"        72,4",,          49,,"       125,4",,"       125,4",,"        22,9",,          57,"       0,858","        0,94","       0,952",                                      .z,                                      .z,                                      .z,                                      .z,,,      365344,"       24,61","       86,45","       36,86",          68,"        47,9",,,          69,      111750,"    168258,6","        17,1",,"         1,8",                                      .z,                                      .z,                                      .z,97,65 ± 3,14% ± 8%,96% ± 4%,91% ± 6%,84 ± 5,,,,,,          59,          12,          16,          10,,         129,          25,          26,,        4886,        4508,        1532,        3993,        2637,         334,           0,           0,           0,           0,        1341,        7245,        9860,        4455,          63,Chirurgie du sein : 64,Cataracte : 739,Arthroscopie du genou : 311,Hernie enfant : 3,RTU prostate : 86,Hernie adulte y compris cœlioscopie : 201,Endoscopies digestives avec ou sans anesthésie : 1896,affections médicales du nouveau né : 1377,Endoscopies digestives thérapeutiques et anesthésie : sé : 963,Cathétérismes thérapeutiques vasculaires et coronariens : 710,Cathéthérismes diagnostiques vasculaires et coronariens : 852,Cataractes : 739,Autres chirurgies gynécologiques autres que le sein : 589,Stimulateurs / défibrillateurs cardiaques : 713,Chirurgies utérus / annexes : 296,Pontages coronaires : 333,           1,           1,,           2,,          10,           2,    14795273,,,    41950991,,    43185226,,       80730,,           0,,        5000,,,,    33685359,,                                      .z,,     4505911,,                                      .z,,     5290603,,    35201769,,     2462715,,    11572863,,    11572862,,,,"      1,0167","        69,7","        32,9","        16,4",           8,           7,         276,"        42,2","       205,5",,"        19,4","         8,9",,,,,
