finess,rs,champ_pmsi,taa,cat,taille_MCO,taille_M,taille_C,taille_O,A7,A8,A9,A10,A11,A12,A13,A14,A15,F1_D,F1_O,F2_D,F2_O,F3_D,F3_O,F4_D,F4_O,F5_D,F5_O,F6_D,F6_O,F7_D,F7_O,F8_D,F8_O,F9_D,F9_O,F10_D,F10_O,F11_D,F11_O,F12_D,F12_O,P1,P2,P3,P4,P5,P6,P7,P8,P8new,P9,P10,P11,P12,P13,P14,P15,P16,RH1,RH2,RH3,RH4,RH5,RH6,RH8,RH9,RH10,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,CI_AC1,CI_AC2,CI_AC3,CI_AC4,CI_AC5,CI_AC6,CI_AC7,CI_AC8,CI_AC9,CI_A1,CI_A2,CI_A3,CI_A4,CI_A5,CI_A6,CI_A7,CI_A8,CI_A9,CI_A10,CI_A11,CI_A12,CI_A13,CI_A14,CI_A15,CI_A16_1,CI_A16_2,CI_A16_3,CI_A16_4,CI_A16_5,CI_A16_6,CI_A17_1,CI_A17_2,CI_A17_3,CI_A17_4,CI_A17_5,CI_A18_1,CI_A18_2,CI_A18_3,CI_A18_4,CI_A18_5,CI_E1,CI_E2,CI_E3,CI_E4,CI_E4_V2,CI_E5,CI_E6,CI_E7,CI_E7_V2,CI_F1_D,CI_F1_O,CI_F2_D,CI_F2_O,CI_F3_D,CI_F3_O,CI_F4_D,CI_F4_O,CI_F5_D,CI_F5_O,CI_F6_D,CI_F6_O,CI_F7_D,CI_F7_O,CI_F8_D,CI_F8_O,CI_F9_D,CI_F9_O,CI_F10_D,CI_F10_O,CI_F11_D,CI_F11_O,CI_F12_D,CI_F12_O,CI_F13_D,CI_F13_O,CI_F14_D,CI_F14_O,CI_F15_D,CI_F15_O,CI_F16_D,CI_F16_O,CI_F17_D,CI_F17_O,CI_RH1,CI_RH2,CI_RH3,CI_RH4,CI_RH5,CI_RH6,CI_RH7,CI_RH8,CI_RH9,CI_RH10,CI_RH11,CI_DF1,CI_DF2,CI_DF3,CI_DF4,CI_DF5
770016087,CENTRE D'HEMODIALYSE DE MONTEREAU,OQN,TAA,CLI,,,,,                                      .c,           0,           0,                                      .z,                                      .z,           0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"       2,266",,,                                      .z,                                      .z,                                      .z,                                      .z,,,,,,,,,,,,,,,,,                                      .z,                                      .z,                                      .z,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein,Cataracte,Arthroscopie du genou,Hernie enfant,RTU prostate,Hernie adulte y compris cœlioscopie,,,,,,,,,,,,,,,,,,,,,,,     3165145,,,,,,,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,"      0,9718",,,,,,,,,,,,,,,,
770110013,CH DE COULOMMIERS,DGF,TAA,CH,T2,M2,C2,O2,                                      .c,"        2,31","        6,51",                                      .z,                                      .z,"        48,4","        76,5","        56,4","        59,4","         3,7",,"         3,8",,"        94,6",,"         3,1",,"        20,9",,"        11,1",,          74,,"        65,8",,"        75,1",,"        85,1",,"       144,5",,"        54,2",,"       1,154","       1,271","       0,928","        26,4","         9,1",          22,"        20,3",      639224,,      133143,"       22,77","        70,2","       31,96","       58,21","       110,5",,"         1,5",          47,       17316,"     48796,3","        16,8","         2,5","         2,8",,,           0,72,,,,,,,,,,,         157,,           8,,          10,          63,           4,          21,           1,        6614,        2069,        1054,        2290,         972,         314,         749,           0,           0,         390,         830,        2736,       22065,        1299,         129,Chirurgie du sein : 15,Cataracte : 565,Arthroscopie du genou : 39,Hernie enfant : 1,RTU prostate : 2,Hernie adulte y compris cœlioscopie : 66,affections médicales du nouveau né : 838,Infections respiratoires : 332,Endoscopies digestives avec ou sans anesthésie : 274,Symptômes digestifs : 171,Autres gastroentérites et maladies diverses du tube dige : 352,Cataractes : 565,"Amygdalectomies, VG, drains transT : 170",Trauma crâniens : 155,Chirurgies majeures orthopédiques (dont hanche et fémur : 215,Traumatismes du bassin et des membres : 151,           1,,,,,           6,           2,    10035812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"       89,55","       36,15","        11,9","         3,6","         4,6","      818,65","       121,1","      558,75","         9,8",          38,          91,,,,,
770110021,CH DE FONTAINEBLEAU,DGF,TAA,CH,T3,M2,C2,O4,                                      .c,"        1,57","        4,51",                                      .z,                                      .z,"        59,2","        78,6","        76,2","        60,3","         6,1",,"         5,6",,"        35,6",,"         4,1",,          39,,           5,,"        77,9",,"        63,1",,"        54,5",,"        95,4",,"       212,6",,          57,,"       1,175","       1,208","       0,888","        29,4","        11,4",          17,"        20,7",      534389,,      181621,"       15,18","       88,31","       20,81","       31,68","        32,8",,"         1,7",          56,"     16228,6","     37170,7","        18,6","         1,2","         1,7",,,           0,85,,,,,,,,,,,         148,           4,,           8,           7,          56,           9,          34,,        7281,        2474,        1810,        1969,         650,         576,        1702,           0,           0,         656,        1462,        2771,       27250,        1065,         122,Chirurgie du sein : 52,Cataracte : 158,Arthroscopie du genou : 23,Hernie enfant : 16,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 111,affections médicales du nouveau né : 1518,Endoscopies digestives avec ou sans anesthésie : 259,Infections respiratoires : 347,"Autres Maladies immunitaires, du Sang, des Organes hémat : 373","Bronchites, bronchiolites et asthme : 286",Trauma crâniens : 200,Chirurgies majeures orthopédiques (dont hanche et fémur : 154,"Chirurgies main, poignet : 182",Traumatismes du bassin et des membres : 202,Chirurgies utérus / annexes : 220,           1,           0,,,,           5,           2,    10153388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"        93,8",          49,"        18,1","         6,5","         9,7","       863,7","       112,6","       603,1","         3,3","        48,8","        95,9",,,,,
770110054,CH DE MELUN,DGF,TAA,CH,T3,M3,C2,O4,                                      .c,"        1,07","        6,26",                                      .z,                                      .z,           0,"        86,4","        97,1","        65,2","         5,5",,"         4,9",,"        57,2",,"         2,1",,"        23,1",,"         2,7",,"        81,4",,"        57,7",,"        58,6",,"        65,5",,"       248,2",,"        69,9",,"       1,117","       1,163","       0,888",          23,"         9,4","        22,2","        18,2",      680000,,      145041,"       18,16","        78,5","       29,95","       51,77","        77,5",,"         4,7",          57,"      7784,2","     68999,8","        18,6","         2,3","         3,5",,,"         1,2",87,,,,,,,,,,,         160,           4,           4,          14,          12,          45,           6,          57,           1,       10073,        2393,        3227,        4318,        1023,         775,        1444,           0,        7377,         770,        2489,        3123,"     35029,5",        1490,         109,Chirurgie du sein : 1,Cataracte : 131,Arthroscopie du genou : 64,Hernie enfant : 3,RTU prostate : 49,Hernie adulte y compris cœlioscopie : 45,affections médicales du nouveau né : 2534,"Bronchites, bronchiolites et asthme : 473",Infections respiratoires : 782,"Infections reins et voies urinaires, lithiases : 343",Signes et symptômes : 343,Trauma crâniens : 373,Traumatismes du bassin et des membres : 386,Chirurgies majeures orthopédiques (dont hanche et fémur : 153,Intervention  peau et tissu sous-cutané : 165,Ablations matériel : 152,           1,           1,,,,           6,           2,    16387998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         161,"        85,4","         9,3","         8,8","         9,8","      1557,3","      221,19","     1083,83","       16,45","       74,39","      161,44",,,,,
770110062,CH DE MONTEREAU,DGF,TAA,CH,T2,M2,C2,O2,                                      .c,"        0,73","        6,09",                                      .z,                                      .z,"        38,4","        82,8","        71,8","        59,4","         7,2",,"         6,3",,"        90,6",,"         2,2",,"        21,2",,"        11,2",,          72,,"        47,7",,"        44,7",,"        80,7",,"       128,9",,"        59,7",,"       1,061","       1,086","       1,052","        29,6","        11,1","        17,3","        20,4",      824198,,      170882,"       20,55","       77,95","        32,9","       42,18",,,"        10,3",          56,"     14528,2","     52493,6","        11,5",           2,           2,,,           0,85,,,,,,,,,,,         113,           4,,           6,           4,          40,,          23,,        5919,        1866,        1023,        2190,         915,         209,         723,           0,           0,           8,         725,        2572,       20052,        1522,         110,Chirurgie du sein : 9,Cataracte : 66,Arthroscopie du genou : 12,Hernie enfant : 12,RTU prostate : 47,Hernie adulte y compris cœlioscopie : 105,affections médicales du nouveau né : 730,Endoscopies digestives avec ou sans anesthésie : 380,Autres gastroentérites et maladies diverses du tube dige : 377,Cardiologie autres : 329,"Bronchites, bronchiolites et asthme : 335",Cataractes : 67,Circoncisions : 148,Chirurgie inter spécialités : 236,Hernies : 145,actes ORL et stomato divers : 98,           1,,,,,           4,           2,    11126675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"       66,33","        39,8","         9,7",           4,"         4,3","      693,85","       79,51","      516,97","        6,72","       31,43","       59,22",,,,,
770110070,CH DE PROVINS,DGF,TAA,CH,T2,M2,C2,O2,                                      .c,           1,"        7,07",                                      .z,                                      .z,"        34,9","        72,9","        62,4","        50,4","         5,4",,"         4,5",,"        52,5",,"         4,4",,"        31,2",,"         6,5",,"        78,9",,"        46,6",,"        54,4",,"        65,9",,"       185,3",,          57,,"       0,901","       0,882","       1,004","        26,6","        13,9","        19,8","        19,5",      960555,,      140554,"       19,71","       82,04","       28,97","       51,88","        59,2","         3,2","        10,3",          46,"     12214,8","     59027,9","        26,7","         1,7","         1,9",,,           0,81,,,,,,,,,,,         102,,,           6,          11,          46,           6,          24,           1,        5747,        1917,         945,        2346,         782,         180,         503,           0,           0,         140,         756,        2524,       20994,        1509,         112,Chirurgie du sein : 35,Cataracte : 0,Arthroscopie du genou : 155,Hernie enfant : 1,RTU prostate : 34,Hernie adulte y compris cœlioscopie : 59,affections médicales du nouveau né : 770,Endoscopies digestives avec ou sans anesthésie : 441,Infections respiratoires : 295,Cardiologie autres : 316,Autres gastroentérites et maladies diverses du tube dige : 349,Chirurgies majeures orthopédiques (dont hanche et fémur : 210,"Chirurgies main, poignet : 228","Chirurgies transurétrales, autres : 84",Chirurgies utérus / annexes : 177,"Arthroscopies, Biopsies ostéo-articulaires : 177",           1,           1,,,,           6,           2,    17097876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"       81,35","       43,45","        10,5","         6,9","         5,6",         833,         101,"       584,4","         7,8",          42,"        97,8",,,,,
770130052,CH DE NEMOURS,DGF,TAA,CH,T1,M2,C1,,                                      .c,"        1,05","        9,51",                                      .z,                                      .z,"        52,7","       109,1","        79,1",,"         5,2",,"         4,5",,"        55,7",,"         4,1",,"        35,5",,          11,,"        81,7",,"        67,1",,"        18,3",,"        35,3",,         173,,"       101,1",,"       1,128","       1,089",,"        24,8","        11,5","        18,9","        20,8",      577156,,       32579,,,"       41,27","       45,44","        28,1",           2,"        10,3",           0,"      5452,7","     25684,2","        14,2","         0,2",,,,           0,97,,,,,,,,,,,          45,,           6,,,          17,           6,,,        2358,         528,           0,         467,         371,           0,         381,           0,           0,         240,           0,         588,       13894,         322,          81,Chirurgie du sein : 1,Cataracte : 188,Arthroscopie du genou : 3,Hernie enfant : 0,RTU prostate : 3,Hernie adulte y compris cœlioscopie : 35,Douleurs chroniques : 5,Infections respiratoires : 170,Explorations nocturnes et apparentées : 93,Endoscopies digestives avec ou sans anesthésie : 129,"Cardiopathies, valvulopathies : 92",Intervention  peau et tissu sous-cutané : 24,Traumatismes du bassin et des membres : 21,"Occlusions, sub-occlusions digestives : 33","Bronchites, bronchiolites et asthme : 7",Pathologies ORL et Stomato autres : 8,           1,,,,,           4,,     7099022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"       60,15","       28,35","         3,8",           5,           1,"      528,25","       64,24","      379,83","       11,44","       24,16","       48,58",,,,,
770150019,CENTRE MÉDICAL DE FORCILLES,DGF,TAA,EBNL,T1,M2,C1,,                                      .c,"        0,24","       18,42",                                      .z,                                      .z,           0,"        70,6",,,"         3,2",,"        -2,1",,,,,,"       118,3",,"         5,7",,"        83,6",,"        34,3",,"        -9,1",,          -2,,"       276,3",,"       132,5",,"       0,976","       0,881",,"        39,7","        16,4","        20,5","        25,2",      749628,,,,,          25,           0,,,"        14,7",           0,           0,"        82,2",          11,,,,,           0,90,,,,,,,,,,,         118,,           4,           6,          14,,,,,        3949,          33,           0,         670,          11,           0,        1507,        6940,           0,           7,           0,           1,,         499,          21,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Chimiothérapie hors séances : 475,Endoscopies digestives avec ou sans anesthésie : 234,"Troubles métaboliques, nutritionnels et obésité : 294",Signes et symptômes : 447,Radiothérapie hors séances : 28,Mise en place d'accès vasculaire : 12,"Occlusions, sub-occlusions digestives : 25",Ostéomyélites aigües (y compris vertébrales) et arthrite : 2,Chirurgie pour Ostéomyélites aigües (y compris vertébral : 0,Intervention  peau et tissu sous-cutané : 1,           1,,,,,,,     6371836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"       49,75","        40,5","         0,9","         0,8","        0,15","      527,81","       86,69","      242,71",           5,"        35,5","      157,91",,,,,
770170017,CH MARNE LA VALLEE,DGF,TAA,CH,T3,M4,C3,O4,                                      .c,"        1,08","        5,95",                                      .z,                                      .z,"        57,7","        83,5","        93,5","        64,5",          12,,"        11,8",,"        90,1",,"         1,3",,"        20,8",,"        11,3",,"        75,8",,"        47,3",,"        30,2",,"        75,2",,"       245,2",,"        55,5",,"       1,067","        1,03","        0,77","        21,9","         9,1","        17,9","        19,2",      918105,,      219456,"       21,37","       84,83","       27,38","       57,36","        54,5",,"         1,4",          63,"     10187,8","     44121,5","        15,4","         1,4","         3,2",,,           0,98,,,,,,,,,,,         210,          12,,           9,          22,          81,          12,          50,           2,       12174,        3818,        3119,        4684,        1430,         949,        2799,       10843,           0,         335,        2607,        5002,       43827,        2068,         117,Chirurgie du sein : 103,Cataracte : 196,Arthroscopie du genou : 47,Hernie enfant : 5,RTU prostate : 15,Hernie adulte y compris cœlioscopie : 119,affections médicales du nouveau né : 2678,Cathétérismes thérapeutiques vasculaires et coronariens : 1086,Cathéthérismes diagnostiques vasculaires et coronariens : 932,Infections respiratoires : 557,Explorations et surveillance pour affections endocrinien : 632,Stimulateurs / défibrillateurs cardiaques : 312,Chirurgies utérus / annexes : 213,Traumatismes du bassin et des membres : 347,Chirurgie inter spécialités : 218,Chirurgies majeures orthopédiques (dont hanche et fémur : 261,           1,           1,,           2,,           7,           2,    26973912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"       208,7","      101,73","        26,2","        15,6","        9,77","     1704,46","      215,22","      1167,7","       38,04","       92,42","      191,08",,,,,
770300010,CLINIQUE CHANTEREINE,OQN,TAA,CLI,T2,M2,C3,,                                      .c,"        0,08","        1,22",                                      .z,                                      .z,           0,"        92,4","        43,4","        51,6",,"         3,8",,"         6,3",,         100,,"         0,4",,"       -11,7",,,,"        77,5",,         100,,"      -168,2",,"      -160,4",,"        17,1",,"        59,1","       1,086","       1,069","       0,938",                                      .z,                                      .z,                                      .z,                                      .z,,,      293377,"       31,34","       75,83","       54,22","        74,4","        77,3",,,          84,"     98717,3","    110517,1","        16,4",,"         1,2",                                      .z,                                      .z,                                      .z,96,,,,,,,,,,,          18,,,,           4,          77,          16,          31,,        1983,        2298,        1279,        2255,        2722,         465,         464,           0,           0,           0,         922,        5161,,        2793,          57,Chirurgie du sein : 53,Cataracte : 363,Arthroscopie du genou : 295,Hernie enfant : 1,RTU prostate : 66,Hernie adulte y compris cœlioscopie : 103,Endoscopies digestives avec ou sans anesthésie : 1202,Endoscopies digestives thérapeutiques et anesthésie : sé : 602,"Endoscopies génito-urinaires, avec ou sans anesthésie : 213",Infections respiratoires : 19,"Autres séj. sans acte, avec anesthésie, en ambulatoire : 96",actes ORL et stomato divers : 175,Circoncisions : 256,Autres chirurgies ORL : 216,Chirurgies majeures orthopédiques (dont hanche et fémur : 223,Cataractes : 363,           1,,,,,           5,           1,     1790227,,,    13412787,,    11918915,,      207498,,           0,,       35698,,,,    12901938,,                                      .z,,      436834,,                                      .z,,      904461,,     4667805,,      328204,,    -5669511,,    -5946108,,      276600,,           1,"        26,9","         6,2","         9,7",           4,           5,"      146,65","       23,36","      109,04",,"         4,5","        9,75",,,,,
770300093,POLYCLINIQUE DE LAGNY,OQN,TAA,CLI,T1,M1,C1,,                                      .c,"        0,06","         0,7",                                      .z,                                      .z,           0,"        48,5","        51,4",,,"         7,9",,"         7,1",,         100,,"         0,5",,"         5,2",,,,"        63,3",,          50,,"       125,5",,"       128,5",,"        28,4",,"        54,2","       0,822","       1,021",,                                      .z,                                      .z,                                      .z,                                      .z,,,      171538,,,"       57,01","       70,12","        48,8",,,           0,"     65990,3","     90403,5","        16,9",,,                                      .z,                                      .z,                                      .z,72,,,,,,,,,,,           6,,,,,          31,          18,,,         301,        1456,           0,        1153,        1931,          26,           0,           0,       18195,           0,           0,        2673,,        1277,          43,Chirurgie du sein : 8,Cataracte : 325,Arthroscopie du genou : 223,Hernie enfant : 4,RTU prostate : 7,Hernie adulte y compris cœlioscopie : 104,Endoscopies digestives avec ou sans anesthésie : 662,Endoscopies digestives thérapeutiques et anesthésie : sé : 299,actes ORL et stomato divers : 14,Autres affections digestives : 8,"Endoscopies bronchiques, avec ou sans anesthésie : 15",actes ORL et stomato divers : 686,Cataractes : 325,"Amygdalectomies, VG, drains transT : 403","Chirurgies main, poignet : 123",Greffes peau / parages hors brûlures : 86,,,,,,           4,,     1890458,,,    10594232,,    10097476,,,,,,,,,,     9754775,,                                      .z,,      415291,,                                      .z,,      788908,,     9079795,,      373269,,     3433141,,     3352966,,       80176,,           1,"       13,12","         3,7","         5,4",           3,"         0,2","      105,75","       22,46","       60,66",,"        0,91","       21,72",,,,,
770300135,CLINIQUE LES FONTAINES,OQN,TAA,CLI,T2,M2,C2,,                                      .c,"        0,14","        1,35",                                      .z,                                      .z,           0,"        89,2","        50,4",,,"        24,3",,"        14,9",,"        75,1",,"         0,7",,"        41,7",,"         4,9",,"        83,8",,          40,,"       -28,3",,"        17,2",,"        60,5",,"       138,4","       1,036","       1,079",,                                      .z,                                      .z,                                      .z,                                      .z,,,      235020,,,"       37,02","       62,01","        95,6",,,,"     90500,7","     84427,5","        30,8",,,                                      .z,                                      .z,                                      .z,96,,,,,,,,,,,          35,          10,          10,,,          89,           7,,,        2366,        2506,           0,        1553,        1473,           0,           0,           0,           0,           0,           0,        3686,       12368,        1298,          48,Chirurgie du sein : 1,Cataracte : 0,Arthroscopie du genou : 370,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 33,Cathéthérismes diagnostiques vasculaires et coronariens : 752,Cathétérismes thérapeutiques vasculaires et coronariens : 751,Endoscopies digestives avec ou sans anesthésie : 691,Cathétérismes thérapeutiques vasculaires et coronariens : 33,Cardiologie autres : 114,Chirurgies majeures orthopédiques (dont hanche et fémur : 590,"Arthroscopies, Biopsies ostéo-articulaires : 354","Amygdalectomies, VG, drains transT : 401",Stimulateurs / défibrillateurs cardiaques : 120,actes ORL et stomato divers : 136,,,,,,           6,,     5462566,,,    16421405,,    17288826,,,,,,,,      568933,,    12428007,,                                      .z,,     2192413,,                                      .z,,     2529243,,     9118571,,     1868128,,      585318,,     -965077,,     1550397,,"      1,0355",          32,          13,"        12,2","         4,2",,"      154,91","       22,72","      109,63","         0,5","        7,91","       14,15",,,,,
770300143,POLYCLINIQUE SAINT JEAN,OQN,TAA,CLI,T2,M2,C3,O2,                                      .c,"        0,43","        1,32",                                      .z,                                      .z,           0,,"        44,4","        48,5",,,,,,,,,,,,,,,,,,,,,,,,,"       0,766","       1,005","       0,994",                                      .z,                                      .z,                                      .z,                                      .z,,,      254491,"       19,72","       52,76","       41,35","       60,79","        56,6",,,          95,"     59094,6","     91746,7","        13,1","         0,7","         1,3",                                      .z,                                      .z,                                      .z,99,,,,,,,,,,,,,,,           9,         100,          19,          26,,        1726,        3267,         973,        2444,        2341,         282,        4018,           0,           0,          57,         857,        5025,,        2770,          47,Chirurgie du sein : 140,Cataracte : 403,Arthroscopie du genou : 209,Hernie enfant : 40,RTU prostate : 172,Hernie adulte y compris cœlioscopie : 261,Endoscopies digestives avec ou sans anesthésie : 1452,affections médicales du nouveau né : 850,Affections Cavité buccale et dents : 2,Endoscopies digestives thérapeutiques et anesthésie : sé : 356,Maladies osseuses et arthropathies : 260,Chirurgies appareil génital masculin : 451,Cataractes : 403,Hernies : 349,"Chirurgies transurétrales, autres : 341",Chirurgies majeures orthopédiques (dont hanche et fémur : 241,,,,,,           7,           1,     2361196,,,,,    15705158,,      171800,,           0,,           0,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,"      1,0131","       32,14","         7,8",          14,           5,           4,"      205,91","       40,85","       141,4",,           1,"       22,66",,,,,
770300176,CLINIQUE LA FRANCILIENNE,OQN,TAA,CLI,T2,M1,C3,,                                      .c,"        0,17","        2,41",                                      .z,                                      .z,"         1,4","        78,7","        71,5",,,"       -23,1",,"       -21,3",,,,,,"       687,5",,,,          72,,"        23,5",,"       -91,4",,"       -84,4",,"        21,8",,"        81,2","       1,103","       0,888","       0,537",                                      .z,                                      .z,                                      .z,                                      .z,,,,,,"       65,81","       77,48","       166,2",,,           0,"    103724,8","    344568,1","        30,2",,,                                      .z,                                      .z,                                      .z,95,,,,,,,,,,,          40,,,,,          52,          18,,,        1571,        3374,           5,        2449,        6565,          75,           0,           0,           0,           0,           0,        9605,,        2247,          48,Chirurgie du sein : 11,Cataracte : 0,Arthroscopie du genou : 348,Hernie enfant : 2,RTU prostate : 28,Hernie adulte y compris cœlioscopie : 119,Endoscopies digestives avec ou sans anesthésie : 1443,"Autres séj. sans acte, avec anesthésie, en ambulatoire : 451",Endoscopies digestives thérapeutiques et anesthésie : sé : 359,Symptômes digestifs : 99,Cardiologie autres : 82,"Chirurgies main, poignet : 4109",Greffes peau / parages hors brûlures : 825,Ablations matériel : 686,Chirurgie du membre supérieur (hors prothèses) : 277,actes ORL et stomato divers : 200,,,,,,,,,,,    27720103,,    13465710,,       19200,,           0,,           0,,         207,,    30262162,,                                      .z,,    -9754554,,                                      .z,,    -6052248,,    15884017,,     5285705,,    -6997818,,    -7573953,,      599846,,           1,"        32,2","        11,8","         6,8",           9,"         0,2","      218,36","       27,23","      184,53",,"         2,6",           4,,,,,
770300192,CLINIQUE ST BRICE,OQN,TAA,CLI,T1,M1,C2,,                                      .c,"        0,15","        1,11",                                      .z,                                      .z,           0,,"        51,6",,,"        13,4",,"         8,9",,         100,,           2,,"        45,5",,,,"        80,7",,"        50,1",,          18,,"        36,3",,"        29,9",,"        60,9","       0,732","         0,9","        0,86",                                      .z,                                      .z,                                      .z,                                      .z,,,      329214,,,"       52,87","       70,52","        77,8",,,,      646680,"    309615,3","         8,9",,,                                      .z,                                      .z,                                      .z,72,,,,,,,,,,,,,,,,          44,          13,,,         511,        1983,           3,        2106,        2226,          35,           0,           0,           0,           1,           0,        3745,,        2365,          48,Chirurgie du sein : 33,Cataracte : 1024,Arthroscopie du genou : 153,Hernie enfant : 12,RTU prostate : 55,Hernie adulte y compris cœlioscopie : 127,Endoscopies digestives avec ou sans anesthésie : 1369,Endoscopies digestives thérapeutiques et anesthésie : sé : 313,"Autres séj. sans acte, avec anesthésie, en ambulatoire : 67",Explorations nocturnes et apparentées : 1,Autres gastroentérites et maladies diverses du tube dige : 84,Cataractes : 1025,actes ORL et stomato divers : 334,"Chirurgies main, poignet : 214","Arthroscopies, Biopsies ostéo-articulaires : 153",Ligatures veines : 185,,,,,,           4,,      112871,,,     7315405,,     6316603,,,,,,,,,,     6333732,,                                      .z,,      273908,,                                      .z,,      655542,,     4129096,,     1314567,,      630756,,      312683,,      318073,,"      1,0098",           7,"         2,4",           3,"         0,6",,"       56,83",          13,"       39,83",,           1,           3,,,,,
770300275,POLYCLINIQUE DE LA FORET,OQN,TAA,CLI,T2,M2,C3,O2,                                      .c,"        0,11","        1,28",                                      .z,                                      .z,           0,,          49,"        72,9",,,,,,,,,,,,,,,,,,,,,,,,,"       0,745","       0,903","       1,112",                                      .z,                                      .z,                                      .z,                                      .z,,,      273596,"       15,43","        86,4","       43,65","       61,63","        36,8",,,          79,"    113172,8","     71619,4","        59,9",,"         1,5",                                      .z,                                      .z,                                      .z,83,,,,,,,,,,,,,           6,,           8,          74,          30,          16,,        1067,        3110,         799,        2825,        2392,         207,        2610,           0,           0,           0,         661,        5178,,        3371,          47,Chirurgie du sein : 86,Cataracte : 1078,Arthroscopie du genou : 165,Hernie enfant : 16,RTU prostate : 194,Hernie adulte y compris cœlioscopie : 165,Endoscopies digestives avec ou sans anesthésie : 1574,Endoscopies digestives thérapeutiques et anesthésie : sé : 723,affections médicales du nouveau né : 654,"Endoscopies génito-urinaires, avec ou sans anesthésie : 84","Lithotritie extracorporelle de l'appareil urinaire, en a : 69",Cataractes : 1081,actes ORL et stomato divers : 386,Chirurgies majeures orthopédiques (dont hanche et fémur : 195,"Chirurgies transurétrales, autres : 263",Chirurgies appareil génital masculin : 222,,,,,,           6,           1,     1072935,,,,,    12014907,,       85900,,           0,,           0,,           0,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,"      1,0088","        30,2","         6,2","        16,6",           4,"         3,4","      147,47","       22,09","      120,38",,           1,           4,,,,,
770300283,CLINIQUE CHIRURGICALE ERMITAGE,OQN,TAA,CLI,T2,M2,C2,,                                      .c,"        0,07","        0,96",                                      .z,                                      .z,           0,,"        25,6",,,,,,,,,,,,,,,,,,,,,,,,,,"       0,894","       0,933","       0,888",                                      .z,                                      .z,                                      .z,                                      .z,,,      186990,,,"       56,69","        75,5",,,,           0,"     63651,8","     74415,1","         8,1",,,                                      .z,                                      .z,                                      .z,99,,,,,,,,,,,,,,,,          96,,,,         885,        2098,          10,        4131,        2860,           3,           0,           0,           0,           0,           0,        3728,,        4634,          34,Chirurgie du sein : 37,Cataracte : 1077,Arthroscopie du genou : 73,Hernie enfant : 1,RTU prostate : 92,Hernie adulte y compris cœlioscopie : 211,Endoscopies digestives avec ou sans anesthésie : 2703,Endoscopies digestives thérapeutiques et anesthésie : sé : 531,Maladies osseuses et arthropathies : 133,"Endoscopies génito-urinaires, avec ou sans anesthésie : 235","Endoscopies bronchiques, avec ou sans anesthésie : 109",Cataractes : 1078,actes ORL et stomato divers : 1127,Hernies : 226,"Chirurgies main, poignet : 72","Chirurgies transurétrales, autres : 146",,,,,,           6,,      310406,,,,,     7921949,,,,,,,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,           1,"       20,46","         3,4","        10,8",           5,"         0,4","      115,23","       22,53","        87,7",,,           5,,,,,
